"Phase [deg]","Freq [MHz]","mag(V1) [V]","mag(V2) [V]","mag(V3) [V]","ang_deg(V1) [deg]","ang_deg(V2) [deg]","ang_deg(V3) [deg]"
0,10,19.3337375946237,20.8460312806295,15.2721997104635,-10.6501771634093,-9.28947388310908,-9.87741253464379
0,50,7.49588848950888,12.5203794010283,14.0483129763389,-29.8552893135819,-44.2333390540522,168.419883839628
0,100,13.3785409610901,9.82592143015406,41.5810577645372,-38.8699644202405,-35.2756517695692,102.383085703918
