"Phase [deg]","Freq [MHz]","mag(I1) [A]","mag(I2) [A]","mag(I3) [A]","ang_deg(I1) [deg]","ang_deg(I2) [deg]","ang_deg(I3) [deg]"
0,10,0.0215914352034971,0.137606187819752,0.512142182574511,156.244427305975,-90.890033727616,80.2249708067984
0,50,0.275976429644053,0.389991181742925,0.622468573003606,2.59666791270362,6.31782561250411,44.6725845103223
0,100,0.220526242759198,0.424061155827657,0.384085390498598,33.8335929011538,-8.08797069640794,-4.33108656186798
