"Freq [MHz]","mag(I(I1)) [A]","mag(I(I2)) [A]","mag(I(I3)) [A]","ang_deg(I(I1)) [deg]","ang_deg(I(I2)) [deg]","ang_deg(I(I3)) [deg]"
10,0.0214810124469517,0.13777879825071,0.509420567665561,156.253941081199,-90.8929769388606,80.2296046884693
50,0.274448031462288,0.389874936457774,0.619154733591792,2.59972659357075,6.28666080348593,44.6741951102422
100,0.219239419059839,0.423718081047774,0.381924745283975,33.8367265492274,-8.15295711800169,-4.33332799281655
