69055135.20162357+0i,-0.011331606606373-0.6051637123051968i,0.01493182838153466+0.01879514828872415i,-34.95391512065987+27.80277402280591i,0.3139143131001567-0.867119604783392i,1.374004666918952+0i,-0.1172380626605002+0.004228651389363528i,6.308699071286618+0i
74019599.96915676+0i,-0.05281337437753619-0.6134738094737011i,0.01622498551855727+0.01904913859877845i,-33.04793501965332+28.18438979661498i,0.2544960971245334-0.8790436345130703i,1.374071650243696+0i,-0.1172653221510428+0.004532380899681366i,6.308711916659665+0i
79340966.65797527+0i,-0.09524236122611174-0.618989588854799i,0.01754766894570766+0.01921565252441169i,-31.09843274935064+28.43759859779262i,0.1937210807833474-0.886966596050952i,1.37414860653287+0i,-0.1172966380751404+0.004857882573653187i,6.308726675362767+0i
85044893.41802718+0i,-0.1382315293185988-0.6215816981985879i,0.01888781249865578+0.01929063134611817i,-29.12319172392401+28.55645592699615i,0.1321436520973836-0.8907033133717481i,1.374237019904044+0i,-0.1173326133971482+0.005206706992843768i,6.308743632388023+0i
91158882.99750865+0i,-0.1813727474888838-0.6211884671354013i,0.02023269237405142+0.01927212441357493i,-27.14096454476117+28.53812701509413i,0.07034841274189896-0.8901655651045544i,1.374338595099091+0i,-0.1173739404955519+0.005580512829163996i,6.308763115177149+0i
97712415.35346544+0i,-0.224252088150796-0.6178194575941554i,0.02156940399477073+0.01916039969304606i,-25.1707701469371+28.38304995013515i,0.008928266838285515-0.8853671706751499i,1.374455290206824+0i,-0.1174214143541748+0.005981073835905647i,6.308785499944843+0i
104737089.7959455+0i,-0.266465588555769-0.6115549117256318i,0.02288535334951503+0.01895792641155584i,-23.23116961027728+28.09491030477914i,-0.05153815538402085-0.8764232001083028i,1.374589354215363+0i,-0.1174759476777842+0.006410286162323515i,6.308811218942831+0i
112266777.3510819+0i,-0.3076342158106189-0.6025411560736471i,0.02416872350835729+0.0186692316284241i,-21.33957855566991+27.68042996324913i,-0.1105079334049098-0.8635433916357604i,1.374743370099095+0i,-0.1175385882057526+0.006870175974163137i,6.308840768806781+0i
120337784.0777595+0i,-0.3474168825887369-0.5909824443400619i,0.0254088803676344+0.01830064577035191i,-19.51166910709699+27.1489923103339i,-0.1674925000680713-0.8470204680213006i,1.374920304246359+0i,-0.1176105385342706+0.007362907352191007i,6.308874720146782+0i
128989026.1253315+0i,-0.3855206166355782-0.5771300649182384i,0.02659668966346315+0.01785996288490592i,-17.76090262961098+26.51214174301325i,-0.222072208362886-0.8272145350117001i,1.375123563147169+0i,-0.1176931787983977+0.007890790427261752i,6.308913728565355+0i
138262217.3764663+0i,-0.4217073417827436-0.56126975244462i,0.02772472834803923+0.01735604800971537i,-16.09821815990873+25.78300525552949i,-0.2739060445695722-0.8045350505295588i,1.375357058390503+0i,-0.1177880926106826+0.008456289694123768i,6.308958547316876+0i
148202070.5798866+0i,-0.455797116180832-0.5437085033806007i,0.02878738551843377+0.01679842594888655i,-14.53188361873941+24.97568664060685i,-0.3227362667655636-0.7794219402600097i,1.375625281165764+0i,-0.1178970967026107+0.009062032425178924i,6.309010041852889+0i
158856512.9428061+0i,-0.4876680311625815-0.524761813630895i,0.02978085923873665+0.01619688319157298i,-13.06750045892643+24.10468008155451i,-0.3683882600598346-0.7523273178187804i,1.375933387628312+0i,-0.1180222747698713+0.009710817079606082i,6.309069206534164+0i
170276917.2225909+0i,-0.5172532529628164-0.5047421655086855i,0.03070306428826949+0.01556110876271213i,-11.70813959195068+23.18434114799664i,-0.4107662992943576-0.7236989945381863i,1.376287296673195+0i,-0.1181660160808929+0.01040562157117609i,6.309137183830837+0i
182518349.4319053+0i,-0.5445358635230326-0.4839493390232532i,0.03155347129293654+0.01490039192944732i,-10.45457844113165+22.22844161384332i,-0.4498461591901956-0.6939666024659628i,1.376693801868538+0i,-0.1183310594707372+0.0111496112189074i,6.30921528638339+0i
195639834.3517075+0i,-0.5695422230864563-0.462662856211189i,0.0323328997691237+0.01422338638630593i,-9.305605914952094+21.24982228239627i,-0.4856656071386625-0.6635307727912319i,1.377160699530097+0i,-0.1185205434079057+0.01194614615621372i,6.309305022349039+0i
209704640.1323244+0i,-0.5923345517808042-0.4411366259054914i,0.03304328681424025+0.01353794301886966i,-8.258363266131184+20.26014691513294i,-0.5183137772999837-0.6327554662377981i,1.377696935174057+0i,-0.1187380628885089+0.01279878791559017i,6.309408124523559+0i
224780583.3548738+0i,-0.6130033359443923-0.4195956648953428i,0.0336874503272384+0.01285100737748228i,-7.308693003561872+19.26975156446146i,-0.5479202936922162-0.6019632777460059i,1.378312770866284+0i,-0.1189877339784984+0.01371130483427046i,6.309526583800032+0i
240940356.0239539+0i,-0.6316600364092875-0.3982346403663411i,0.03426886163508079+0.01216857390662333i,-6.45147393040656+18.28757758872669i,-0.5746448258312764-0.5714333500312255i,1.379019976293225+0i,-0.1192742668866339+0.01468767584043286i,6.309662687611775+0i
258261876.0682691+0i,-0.6484304360429434-0.3772179064457584i,0.03479143803927853+0.01149568672888515i,-5.680926810260599+17.32117331653185i,-0.5986675600743296-0.5414014273817897i,1.379832046712032+0i,-0.1196030485045434+0.0157320920759601i,6.309819064100399+0i
276828663.0392082+0i,-0.6634488318916224-0.3566806854288888i,0.03525936168272079+0.01083647608880915i,-4.990881226438187+16.37674830517457i,-0.6201808808037885-0.5120615491909477i,1.380764451292054+0i,-0.1199802353886057+0.01684895568885443i,6.309998732862311+0i
296730240.8188887+0i,-0.6768531652572261-0.3367310589685094i,0.03567692764491139+0.01019422002019708i,-4.374999346092739+15.4592648136935i,-0.639382395145262-0.4835689037825997i,1.381834915733688+0i,-0.1204128581736706+0.0180428749828934i,6.310205163253378+0i
318062569.2794138+0i,-0.6887810963791183-0.3174524729021513i,0.03604842147192484+0.009571421997287487i,-3.826956282699385+14.57255287506228i,-0.6564693107826513-0.4560434180841669i,1.383063743435069+0i,-0.1209089383887637+0.01931865494162476i,6.310442341376978+0i
340928506.9746832+0i,-0.6993669695087161-0.2989065098970022i,0.03637802444911704+0.008969896904567844i,-3.340579547892608+13.71943767264507i,-0.671634089225061-0.4295737310436253i,1.384474179862612+0i,-0.1214776185755414+0.0206812819463146i,6.310714847048726+0i
365438307.0957278+0i,-0.708739576306835-0.2811357378245546i,0.03666974374414443+0.00839085933497267i,-2.909951823132088+12.90187039488401i,-0.6850612426542238-0.4042212756537064i,1.386092825152688+0i,-0.1221293064721196+0.02213590128168111i,6.311027942223737+0i
391710149.0809283+0i,-0.7170206063229163-0.2641664927071551i,0.03692736394987527+0.007835009813844976i,-2.529482162535467+12.12105608229068i,-0.6969251150222747-0.3800242673984876i,1.387950100306806+0i,-0.1228758337938894+0.02368778576897295i,6.311387672592431+0i
419870708.4443935+0i,-0.7243236680819287-0.2480114996971125i,0.03715441639325619+0.007302615936906445i,-2.193950978690547+11.37757403091493i,-0.7073884805750286-0.35700146084914i,1.390080772614187+0i,-0.1237306297889611+0.02534229358638531i,6.311800984306946+0i
450055767.5700525+0i,-0.7307537685971035-0.2326722723030074i,0.037354162709584+0.00679358655618477i,-1.898533966053997+10.67148800521234i,-0.7166017991260476-0.3351555887820349i,1.392524546104263+0i,-0.1247089092325897+0.02710481303679653i,6.312275858089461+0i
482410870.41654+0i,-0.7364071492560909-0.2181412587719279i,0.03752958949692232+0.006307538042294955i,-1.638809651142867+10.00244483164805i,-0.724702981918056-0.3144764392939191i,1.395326722851927+0i,-0.1258278738091229+0.02898069171443084i,6.31282146331141+0i
517092024.289679+0i,-0.7413713891541938-0.2044037258075885i,0.03768341127404259+0.005843852314529733i,-1.410754655639432+9.369760921730508i,-0.7318175407122431-0.2949435568578461i,1.398538940766268+0i,-0.1271069248613858+0.03097514722222804i,6.313448335015985+0i
554266452.066314+0i,-0.745725701041934-0.1914393847156829i,0.03781807940398994+0.005401726795026904i,-1.210730110991844+8.772496958307151i,-0.7380590129361593-0.2765285746226787i,1.402219993018724+0i,-0.1285678842117508+0.03309315632826917i,6.314168577299419+0i
594113398.4965071+0i,-0.7495413587773063-0.1792237748249833i,0.03793579507245221+0.004980216747440606i,-1.035462032582522+8.209521427270017i,-0.7435295753807397-0.2591971992351432i,1.406436733418309+0i,-0.1302352181184893+0.03533931926172325i,6.314996096974279+0i
636824994.4718628+0i,-0.7528822077294807-0.1677294248061723i,0.03803852480071575+0.004578270640547177i,-0.882017884636314+7.679563942096377i,-0.7483207769261466-0.2429108777331907i,1.41126507072199+0i,-0.1321362573724002+0.03771769579097124i,6.315946872021606+0i
682607183.4272432+0i,-0.7558052205706261-0.1569268153387471i,0.03812801731463873+0.004194759265454709i,-0.7477810621224126+7.181259438607711i,-0.7525143365218123-0.2276281801104876i,1.41679105296355+0i,-0.1343014040188603+0.04023160987136553i,6.317039260008627+0i
731680714.3427244+0i,-0.7583610701873178-0.1467851673255153i,0.03820582087974696+0.003828499358565385i,-0.6304245888774336+6.713184351758523i,-0.7561829659643632-0.2133059322244451i,1.423112040285023+0i,-0.1367643121934978+0.04288342008982776i,6.318294352418459+0i
784282206.1337732+0i,-0.7605946990862261-0.1372730792120704i,0.03827330044958834+0.003478272462623496i,-0.5278849800420875+6.273885856770612i,-0.7593911879702306-0.1999001327995993i,1.430337961350543+0i,-0.1395620271097178+0.04567425398065013i,6.319736381721737+0i
840665288.5618382+0i,-0.7625458708027078-0.1283590354596654i,0.03833165416429407+0.003142839711440554i,-0.4383369351245971+5.8619051876077i,-0.7621961288317244-0.187366686115509i,1.438592644135127+0i,-0.1427350624266747+0.04860370567084108i,6.3213931890346+0i
901101825.1665082+0i,-0.7642496936352939-0.1200118062289399i,0.03838192888477728+0.00282095316224347i,-0.3601693068630075+5.47579595432319i,-0.764648271847954-0.1756619791147316i,1.448015206671965+0i,-0.1463273922431548+0.05166949837158916i,6.32329676137237+0i
965883224.1158769+0i,-0.7657371107273894-0.1122007561305967i,0.03842503456147654+0.002511364231544701i,-0.2919626212059567+5.114138279691325i,-0.7667921630268285-0.1647433285109249i,1.458761487257556+0i,-0.1503863301220902+0.05486711609447153i,6.325483848845191+0i
1035321843.295669+0i,-0.7670353532965182-0.1048960776708596i,0.03846175732113255+0.002212829721739456i,-0.2324682961284462+4.775549473181134i,-0.7686670645434286-0.1545693202821608i,1.47100548680602+0i,-0.154962264322915+0.05818941273186293i,6.327996673676769+0i
1109752496.41208+0i,-0.7681683558497978-0.09806896288155008i,0.0384927712163129+0.001924115859999261i,-0.1805896134391853+4.458691862139606i,-0.7703075543691866-0.1451000608680072i,1.48494078882257+0i,-0.1601082164553216+0.06162621132303211i,6.330883744688427+0i
1189534067.370328+0i,-0.7691571336774363-0.09169172464592564i,0.03851864862509549+0.001644000710661124i,-0.1353644310778756+4.162278309189532i,-0.7717440725784046-0.1362973565492444i,1.500781915321683+0i,-0.1658791908929835+0.06516391183113351i,6.334200792911839+0i
1275051240.713023+0i,-0.7700201239150224-0.08573787744711661i,0.03853986931654452+0.001371275268374451i,-0.09594957762266045+3.88507586293361i,-0.7730034162814516-0.1281248349264164i,1.518765570646949+0i,-0.1723312854608062+0.06878513180372435i,6.338011846311784+0i
1366716356.462017+0i,-0.7707734921180429-0.08018218568819005i,0.03855682821470517+0.001104743492227089i,-0.0616068408753731+3.625907916649879i,-0.7741091860821663-0.1205480201445671i,1.539151720451485+0i,-0.1795205411353125+0.07246841036967218i,6.342390464259681+0i
1464971398.307297+0i,-0.771431406685406-0.07500068635875529i,0.03856984190249433+0.0008432215009469339i,-0.03169044447001419+3.383655186639767i,-0.775082187535151-0.1135343715321932i,1.562224451109+0i,-0.1875015206520116+0.07618801135921664i,6.347421155447058+0i
1570290124.729389+0i,-0.772006283671682-0.07017069164073549i,0.03857915390921201+0.0005855361158232507i,-0.005635897291709637+3.157255767709089i,-0.7759407913855632-0.1070532936150447i,1.58829255661797+0i,-0.1963256235125432+0.0799138648801786i,6.353201006423345+0i
1683180353.330969+0i,-0.772509004594088-0.06567077603860835i,0.03858493882311563+0.0003305229108408193i,0.01704990237174854+2.945704477156041i,-0.776701256486769-0.1010761240051282i,1.617689806563265+0i,-0.2060391677967145+0.08361168721223554i,6.359841551946405+0i
